!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
product catalytic rate constant		PGD_R01528	1/s	84.27	91.489747	38.674091	NaN	NaN		R01528
product catalytic rate constant		RPI_R01056	1/s	778.1	844.76293	357.09399	NaN	NaN		R01056
product catalytic rate constant		RPE_R01529	1/s	181.7	197.26696	83.38771	NaN	NaN		R01529
product catalytic rate constant		TXT_R01641	1/s	702.5	762.68597	322.39883	NaN	NaN		R01641
product catalytic rate constant		TAL_R08575	1/s	3.48	3.7781455	1.5970789	NaN	NaN		R08575
product catalytic rate constant		TXT_R01067	1/s	223.6	242.7567	102.61691	NaN	NaN		R01067
product catalytic rate constant		FBP_R00762	1/s	23.35	25.350488	10.716032	NaN	NaN		R00762
product catalytic rate constant		CSN_R00351	1/s	32.01	34.752424	14.690372	NaN	NaN		R00351
product catalytic rate constant		ACN_R01325	1/s	25.57	27.760684	11.734858	NaN	NaN		R01325
product catalytic rate constant		ACN_R01900	1/s	318	345.24433	145.93997	NaN	NaN		R01900
product catalytic rate constant		ICD_R00709	1/s	29.98	32.548506	13.758743	NaN	NaN		R00709
product catalytic rate constant		KGD_R08549	1/s	15.48	16.806233	7.1042474	NaN	NaN		R08549
product catalytic rate constant		SCS_R00405	1/s	73.96	80.296448	33.942515	NaN	NaN		R00405
product catalytic rate constant		SDH_R02164	1/s	78.48	85.203694	36.016882	NaN	NaN		R02164
product catalytic rate constant		FUM_R01082	1/s	145.2	157.63986	66.636739	NaN	NaN		R01082
product catalytic rate constant		MDH_R00342	1/s	709.7	770.50283	325.70313	NaN	NaN		R00342
product catalytic rate constant		PPC_R00345	1/s	24930	27065.852	11441.143	NaN	NaN		R00345
