!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
substrate catalytic rate constant		RPI_R01056	1/s	1621	1648.1671	303.01098	NaN	NaN		R01056
substrate catalytic rate constant		RPE_R01529	1/s	1302	1323.8208	243.38081	NaN	NaN		R01529
substrate catalytic rate constant		TXT_R01641	1/s	45.04	45.794846	8.4192564	NaN	NaN		R01641
substrate catalytic rate constant		TAL_R08575	1/s	6.598	6.708579	1.2333538	NaN	NaN		R08575
substrate catalytic rate constant		TXT_R01067	1/s	69.21	70.369923	12.937317	NaN	NaN		R01067
substrate catalytic rate constant		FBP_R00762	1/s	157000	159631.24	29347.763	NaN	NaN		R00762
substrate catalytic rate constant		CSN_R00351	1/s	70.51	71.69171	13.180323	NaN	NaN		R00351
substrate catalytic rate constant		ACN_R01325	1/s	23.33	23.720998	4.3610402	NaN	NaN		R01325
substrate catalytic rate constant		ACN_R01900	1/s	59.87	60.873389	11.191405	NaN	NaN		R01900
substrate catalytic rate constant		ICD_R00709	1/s	107.6	109.40332	20.113499	NaN	NaN		R00709
substrate catalytic rate constant		KGD_R08549	1/s	33180	33736.079	6202.2852	NaN	NaN		R08549
substrate catalytic rate constant		SCS_R00405	1/s	123.7	125.77315	23.123047	NaN	NaN		R00405
substrate catalytic rate constant		SDH_R02164	1/s	88.17	89.647682	16.48148	NaN	NaN		R02164
substrate catalytic rate constant		FUM_R01082	1/s	324.9	330.34515	60.733046	NaN	NaN		R01082
substrate catalytic rate constant		MDH_R00342	1/s	330.8	336.34403	61.835924	NaN	NaN		R00342
substrate catalytic rate constant		PPC_R00345	1/s	263.8	268.22115	49.311719	NaN	NaN		R00345
product catalytic rate constant		PTS_RPTSsy	1/s	0.2546	0.25886696	0.047591978	NaN	NaN		RPTSsy
product catalytic rate constant		PGI_R02740	1/s	263.7	268.11947	49.293026	NaN	NaN		R02740
product catalytic rate constant		PFK_R04779	1/s	13.69	13.919437	2.5590502	NaN	NaN		R04779
product catalytic rate constant		ALD_R01070	1/s	208.2	211.68932	38.918499	NaN	NaN		R01070
product catalytic rate constant		TIM_R01015	1/s	695	706.64783	129.91526	NaN	NaN		R01015
product catalytic rate constant		GAP_R01061	1/s	1053	1070.6477	196.83563	NaN	NaN		R01061
product catalytic rate constant		PGK_R01512	1/s	522.4	531.15514	97.651411	NaN	NaN		R01512
product catalytic rate constant		PGM_R01518	1/s	152.7	155.25917	28.543971	NaN	NaN		R01518
product catalytic rate constant		PGH_R00658	1/s	38.85	39.501105	7.2621694	NaN	NaN		R00658
product catalytic rate constant		PYK_R00200	1/s	4.171e-06	4.2409037e-06	7.7967847e-07	NaN	NaN		R00200
product catalytic rate constant		PDH_R00209	1/s	24.03	24.43273	4.4918901	NaN	NaN		R00209
product catalytic rate constant		ZWF_R00835	1/s	333.7	339.29263	62.378016	NaN	NaN		R00835
product catalytic rate constant		GLH_R02035	1/s	0.02527	0.025693512	0.0047236814	NaN	NaN		R02035
product catalytic rate constant		PGD_R01528	1/s	84.09	85.499303	15.718812	NaN	NaN		R01528
product catalytic rate constant		RPI_R01056	1/s	779.7	792.76736	145.7481	NaN	NaN		R01056
product catalytic rate constant		RPE_R01529	1/s	181.5	184.54184	33.92751	NaN	NaN		R01529
product catalytic rate constant		TXT_R01641	1/s	699.6	711.32492	130.77513	NaN	NaN		R01641
product catalytic rate constant		TAL_R08575	1/s	3.483	3.5413732	0.65107172	NaN	NaN		R08575
product catalytic rate constant		TXT_R01067	1/s	223.1	226.83904	41.703732	NaN	NaN		R01067
product catalytic rate constant		FBP_R00762	1/s	23.06	23.446473	4.3105696	NaN	NaN		R00762
product catalytic rate constant		CSN_R00351	1/s	68.85	70.003889	12.870022	NaN	NaN		R00351
product catalytic rate constant		ACN_R01325	1/s	25.52	25.947702	4.7704135	NaN	NaN		R01325
product catalytic rate constant		ACN_R01900	1/s	317.7	323.02448	59.387162	NaN	NaN		R01900
product catalytic rate constant		ICD_R00709	1/s	29.81	30.3096	5.5723364	NaN	NaN		R00709
product catalytic rate constant		KGD_R08549	1/s	1.206	1.2262119	0.22543568	NaN	NaN		R08549
product catalytic rate constant		SCS_R00405	1/s	73.9	75.138524	13.814011	NaN	NaN		R00405
product catalytic rate constant		SDH_R02164	1/s	77.51	78.809026	14.488822	NaN	NaN		R02164
product catalytic rate constant		FUM_R01082	1/s	145.2	147.63347	27.142008	NaN	NaN		R01082
product catalytic rate constant		MDH_R00342	1/s	710.3	722.20425	132.77526	NaN	NaN		R00342
product catalytic rate constant		PPC_R00345	1/s	189600	192777.59	35441.63	NaN	NaN		R00345
