!!!SBtab CalculationTime='609.9873'								
!!SBtab Document='e_coli_davidi_2016' TableName='Reaction' TableType='Reaction' SBtabVersion='1.0' Date='2019-06-11'								
!ID	!ReactionFormula	!Name	!NameForPlots	!Identifiers:kegg.reaction	!IsReversible	!Gene	!KineticLaw:Name	!KineticLaw:Formula
PTS_RPTSsy	D_Glucose + Phosphoenolpyruvate <=> Pyruvate + D_Glucose_6_phosphate	PTS_RPTSsy	pts	RPTSsy	True	PTS	Common saturable (CM)	u_R1 * ( kC_R1 * sqrt( kEQ_R1  * kM_R1_D_Glucose * kM_R1_Phosphoenolpyruvate / kM_R1_Pyruvate / kM_R1_D_Glucose_6_phosphate ) * ( D_Glucose / kM_R1_D_Glucose ) * ( Phosphoenolpyruvate / kM_R1_Phosphoenolpyruvate ) - kC_R1 / sqrt( kEQ_R1  * kM_R1_D_Glucose * kM_R1_Phosphoenolpyruvate / kM_R1_Pyruvate / kM_R1_D_Glucose_6_phosphate ) * ( Pyruvate / kM_R1_Pyruvate ) * ( D_Glucose_6_phosphate / kM_R1_D_Glucose_6_phosphate ) ) / ( ( 1 + D_Glucose / kM_R1_D_Glucose ) * ( 1 + Phosphoenolpyruvate / kM_R1_Phosphoenolpyruvate ) + ( 1 + Pyruvate / kM_R1_Pyruvate ) * ( 1 + D_Glucose_6_phosphate / kM_R1_D_Glucose_6_phosphate ) - 1 )
SDH_R02164	Ubiquinone + Succinate <=> Fumarate + Ubiquinol	SDH_R02164	sdh	R02164	True	SDH	Common saturable (CM)	u_R27 * ( kC_R27 * sqrt( kEQ_R27  * kM_R27_Ubiquinone * kM_R27_Succinate / kM_R27_Fumarate / kM_R27_Ubiquinol ) * ( Ubiquinone / kM_R27_Ubiquinone ) * ( Succinate / kM_R27_Succinate ) - kC_R27 / sqrt( kEQ_R27  * kM_R27_Ubiquinone * kM_R27_Succinate / kM_R27_Fumarate / kM_R27_Ubiquinol ) * ( Fumarate / kM_R27_Fumarate ) * ( Ubiquinol / kM_R27_Ubiquinol ) ) / ( ( 1 + Ubiquinone / kM_R27_Ubiquinone ) * ( 1 + Succinate / kM_R27_Succinate ) + ( 1 + Fumarate / kM_R27_Fumarate ) * ( 1 + Ubiquinol / kM_R27_Ubiquinol ) - 1 )
FUM_R01082	Fumarate <=> _S__Malate	FUM_R01082	fum	R01082	True	FUM	Common saturable (CM)	u_R28 * ( kC_R28 * sqrt( kEQ_R28  * kM_R28_Fumarate / kM_R28__S__Malate ) * ( Fumarate / kM_R28_Fumarate ) - kC_R28 / sqrt( kEQ_R28  * kM_R28_Fumarate / kM_R28__S__Malate ) * ( _S__Malate / kM_R28__S__Malate ) ) / ( ( 1 + Fumarate / kM_R28_Fumarate ) + ( 1 + _S__Malate / kM_R28__S__Malate ) - 1 )
MDH_R00342	_S__Malate + NADplus <=> NADH + Oxaloacetate	MDH_R00342	mdh	R00342	True	MDH	Common saturable (CM)	u_R29 * ( kC_R29 * sqrt( kEQ_R29  * kM_R29__S__Malate * kM_R29_NADplus / kM_R29_NADH / kM_R29_Oxaloacetate ) * ( _S__Malate / kM_R29__S__Malate ) * ( NADplus / kM_R29_NADplus ) - kC_R29 / sqrt( kEQ_R29  * kM_R29__S__Malate * kM_R29_NADplus / kM_R29_NADH / kM_R29_Oxaloacetate ) * ( NADH / kM_R29_NADH ) * ( Oxaloacetate / kM_R29_Oxaloacetate ) ) / ( ( 1 + _S__Malate / kM_R29__S__Malate ) * ( 1 + NADplus / kM_R29_NADplus ) + ( 1 + NADH / kM_R29_NADH ) * ( 1 + Oxaloacetate / kM_R29_Oxaloacetate ) - 1 )
PPC_R00345	Orthophosphate + Oxaloacetate <=> CO2 + Phosphoenolpyruvate	PPC_R00345	ppc	R00345	True	PPC	Common saturable (CM)	u_R30 * ( kC_R30 * sqrt( kEQ_R30  * kM_R30_Orthophosphate * kM_R30_Oxaloacetate / kM_R30_CO2 / kM_R30_Phosphoenolpyruvate ) * ( Orthophosphate / kM_R30_Orthophosphate ) * ( Oxaloacetate / kM_R30_Oxaloacetate ) - kC_R30 / sqrt( kEQ_R30  * kM_R30_Orthophosphate * kM_R30_Oxaloacetate / kM_R30_CO2 / kM_R30_Phosphoenolpyruvate ) * ( CO2 / kM_R30_CO2 ) * ( Phosphoenolpyruvate / kM_R30_Phosphoenolpyruvate ) ) / ( ( 1 + Orthophosphate / kM_R30_Orthophosphate ) * ( 1 + Oxaloacetate / kM_R30_Oxaloacetate ) + ( 1 + CO2 / kM_R30_CO2 ) * ( 1 + Phosphoenolpyruvate / kM_R30_Phosphoenolpyruvate ) - 1 )
%								
!!SBtab Document='e_coli_davidi_2016' TableName='Compound' TableType='Compound' SBtabVersion='1.0' Date='2019-06-11'								
!ID	!Name	!NameForPlots	!Identifiers:kegg.compound	!IsConstant				
_S__Malate	(S)-Malate	(S)-Malate	C00149	False				
Acetyl_CoA	Acetyl-CoA	Acetyl-CoA	C00024	False				
Fumarate	Fumarate	Fumarate	C00122	False				
cis_Aconitate	cis-Aconitate	cis-Aconitate	C00417	False				
_6_Phospho_D_gluconate	6-Phospho-D-gluconate	6-Phospho-D-gluconate	C00345	False				
Orthophosphate	Orthophosphate	Orthophosphate	C00009	True				
Pyruvate	Pyruvate	Pyruvate	C00022	False				
NADPplus	NADP+	NADP+	C00006	True				
NADPH	NADPH	NADPH	C00005	True				
NADH	NADH	NADH	C00004	True				
NADplus	NAD+	NAD+	C00003	True				
ATP	ATP	ATP	C00002	True				
H2O	H2O	H2O	C00001	True				
_2_Oxoglutarate	2-Oxoglutarate	2-Oxoglutarate	C00026	False				
Oxaloacetate	Oxaloacetate	Oxaloacetate	C00036	True				
Ubiquinone	Ubiquinone	Ubiquinone	C00399	True				
D_Erythrose_4_phosphate	D-Erythrose 4-phosphate	D-Erythrose 4-phosphate	C00279	False				
Ubiquinol	Ubiquinol	Ubiquinol	C00390	True				
ADP	ADP	ADP	C00008	True				
Isocitrate	Isocitrate	Isocitrate	C00311	False				
D_Ribulose_5_phosphate	D-Ribulose 5-phosphate	D-Ribulose 5-phosphate	C00199	False				
D_Xylulose_5_phosphate	D-Xylulose 5-phosphate	D-Xylulose 5-phosphate	C00231	False				
D_Glucose_6_phosphate	D-Glucose 6-phosphate	D-Glucose 6-phosphate	C00092	False				
_3_Phospho_D_glyceroyl_phosphate	3-Phospho-D-glyceroyl phosphate	3-Phospho-D-glyceroyl phosphate	C00236	False				
CoA	CoA	CoA	C00010	False				
CO2	CO2	CO2	C00011	True				
D_Ribose_5_phosphate	D-Ribose 5-phosphate	D-Ribose 5-phosphate	C00117	False				
Glycerone_phosphate	Glycerone phosphate	Glycerone phosphate	C00111	False				
D_Glucose	D-Glucose	D-Glucose	C00031	True				
D_Fructose_1_6_bisphosphate	D-Fructose 1,6-bisphosphate	D-Fructose 1,6-bisphosphate	C00354	False				
D_Glyceraldehyde_3_phosphate	D-Glyceraldehyde 3-phosphate	D-Glyceraldehyde 3-phosphate	C00118	False				
Phosphoenolpyruvate	Phosphoenolpyruvate	Phosphoenolpyruvate	C00074	False				
Citrate	Citrate	Citrate	C00158	False				
Succinyl_CoA	Succinyl-CoA	Succinyl-CoA	C00091	False				
_3_Phospho_D_glycerate	3-Phospho-D-glycerate	3-Phospho-D-glycerate	C00197	False				
D_Glucono_1_5_lactone_6_phosphate	D-Glucono-1,5-lactone 6-phosphate	D-Glucono-1,5-lactone 6-phosphate	C01236	False				
D_Fructose_6_phosphate	D-Fructose 6-phosphate	D-Fructose 6-phosphate	C00085	False				
_2_Phospho_D_glycerate	2-Phospho-D-glycerate	2-Phospho-D-glycerate	C00631	False				
Succinate	Succinate	Succinate	C00042	False				
Sedoheptulose_7_phosphate	Sedoheptulose 7-phosphate	Sedoheptulose 7-phosphate	C05382	False				
%								
!!SBtab Document='e_coli_davidi_2016' TableName='Layout' TableType='Layout' SBtabVersion='1.0' Date='2019-06-11'								
!Element	!PositionX	!PositionY						
_S__Malate	0.32772	0.095058						
Acetyl_CoA	0.359426	0.22902						
Fumarate	0.362438	-0.001611						
cis_Aconitate	0.561709	0.210402						
_6_Phospho_D_gluconate	0.616335	0.956914						
Orthophosphate	0.056437	0.637639						
Pyruvate	0.352063	0.308997						
NADPplus	0.059533	0.388417						
NADPH	0.061081	0.44724						
NADH	0.059533	0.561789						
NADplus	0.057985	0.506062						
ATP	0.056437	0.698009						
H2O	0.448708	0.128361						
_2_Oxoglutarate	0.643751	0.055607						
Oxaloacetate	0.355831	0.176347						
Ubiquinone	0.331064	-0.009408						
D_Erythrose_4_phosphate	0.503642	0.870531						
Ubiquinol	0.317132	-0.032627						
ADP	0.054889	0.758379						
Isocitrate	0.637559	0.137648						
D_Ribulose_5_phosphate	0.668449	0.871147						
D_Xylulose_5_phosphate	0.60891	0.841377						
D_Glucose_6_phosphate	0.351859	0.965424						
_3_Phospho_D_glyceroyl_phosphate	0.352021	0.64203						
CoA	0.391786	0.278709						
CO2	0.544682	0.123717						
D_Ribose_5_phosphate	0.613611	0.76147						
Glycerone_phosphate	0.267748	0.745939						
D_Glucose	0.110615	0.965805						
D_Fructose_1_6_bisphosphate	0.351859	0.828211						
D_Glyceraldehyde_3_phosphate	0.352021	0.721029						
Phosphoenolpyruvate	0.352007	0.406884						
Citrate	0.445962	0.220921						
Succinyl_CoA	0.586477	-0.018695						
_3_Phospho_D_glycerate	0.352021	0.569228						
D_Glucono_1_5_lactone_6_phosphate	0.493599	0.982833						
D_Fructose_6_phosphate	0.351859	0.895258						
_2_Phospho_D_glycerate	0.352021	0.485582						
Succinate	0.465736	-0.051202						
Sedoheptulose_7_phosphate	0.574673	0.821603						
PTS_RPTSsy	0.181365	0.96522						
PGI_R02740	0.352063	0.923947						
PFK_R04779	0.333521	0.858996						
ALD_R01070	0.352021	0.790734						
TIM_R01015	0.297009	0.716584						
GAP_R01061	0.351954	0.683129						
PGK_R01512	0.352471	0.606396						
PGM_R01518	0.352021	0.524307						
PGH_R00658	0.352007	0.437823						
PYK_R00200	0.352063	0.353918						
PDH_R00209	0.352021	0.265625						
ZWF_R00835	0.428585	0.982833						
GLH_R02035	0.584929	0.973545						
PGD_R01528	0.651221	0.918706						
RPI_R01056	0.663749	0.80064						
RPE_R01529	0.637113	0.860179						
TXT_R01641	0.501711	0.735972						
TAL_R08575	0.566723	0.88656						
TXT_R01067	0.426938	0.837812						
FBP_R00762	0.372405	0.857241						
CSN_R00351	0.392982	0.198019						
ACN_R01325	0.505983	0.224334						
ACN_R01900	0.61434	0.176347						
ICD_R00709	0.645299	0.100497						
KGD_R08549	0.62208	0.016908						
SCS_R00405	0.535394	-0.037271						
SDH_R02164	0.402092	-0.03917						
FUM_R01082	0.340351	0.035483						
MDH_R00342	0.33416	0.140744						
PPC_R00345	0.40095304	0.50690003						
%								
!!SBtab Document='e_coli_davidi_2016' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'								
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound		
equilibrium constant	PTS_RPTSsy		63.268457	dimensionless	RPTSsy			
equilibrium constant	PGI_R02740		0.97243481	dimensionless	R02740			
equilibrium constant	PFK_R04779		1.0206977	dimensionless	R04779			
equilibrium constant	ALD_R01070		0.94070993	dimensionless	R01070			
equilibrium constant	TIM_R01015		31.339946	dimensionless	R01015			
equilibrium constant	GAP_R01061		0.6429493	dimensionless	R01061			
equilibrium constant	PGK_R01512		464.0532	dimensionless	R01512			
equilibrium constant	PGM_R01518		1.3265677	dimensionless	R01518			
equilibrium constant	PGH_R00658		2.2924114	dimensionless	R00658			
equilibrium constant	PYK_R00200		196.54348	dimensionless	R00200			
equilibrium constant	PDH_R00209		0.96634487	dimensionless	R00209			
equilibrium constant	ZWF_R00835		276118.5	dimensionless	R00835			
equilibrium constant	GLH_R02035		4.5247063	dimensionless	R02035			
equilibrium constant	PGD_R01528		120189.1	dimensionless	R01528			
equilibrium constant	RPI_R01056		1.412041	dimensionless	R01056			
equilibrium constant	RPE_R01529		1.5342974	dimensionless	R01529			
equilibrium constant	TXT_R01641		1.7608647	dimensionless	R01641			
equilibrium constant	TAL_R08575		1.2742218	dimensionless	R08575			
equilibrium constant	TXT_R01067		1.2070122	dimensionless	R01067			
equilibrium constant	FBP_R00762		2.01668	dimensionless	R00762			
equilibrium constant	CSN_R00351		9540.9093	dimensionless	R00351			
equilibrium constant	ACN_R01325		0.95064588	dimensionless	R01325			
equilibrium constant	ACN_R01900		103.72798	dimensionless	R01900			
equilibrium constant	ICD_R00709		0.92976854	dimensionless	R00709			
equilibrium constant	KGD_R08549		0.98499464	dimensionless	R08549			
equilibrium constant	SCS_R00405		434.81475	dimensionless	R00405			
equilibrium constant	SDH_R02164		1.2382275	dimensionless	R02164			
equilibrium constant	FUM_R01082		24.504149	dimensionless	R01082			
equilibrium constant	MDH_R00342		0.27612926	dimensionless	R00342			
equilibrium constant	PPC_R00345		544.91533	dimensionless	R00345			
catalytic rate constant geometric mean	PTS_RPTSsy		234.96203	1/s	RPTSsy			
catalytic rate constant geometric mean	PGI_R02740		198.99573	1/s	R02740			
catalytic rate constant geometric mean	PFK_R04779		198.73149	1/s	R04779			
catalytic rate constant geometric mean	ALD_R01070		197.6737	1/s	R01070			
catalytic rate constant geometric mean	TIM_R01015		11.124401	1/s	R01015			
catalytic rate constant geometric mean	GAP_R01061		81.274869	1/s	R01061			
catalytic rate constant geometric mean	PGK_R01512		51.892241	1/s	R01512			
catalytic rate constant geometric mean	PGM_R01518		204.7126	1/s	R01518			
catalytic rate constant geometric mean	PGH_R00658		211.28616	1/s	R00658			
catalytic rate constant geometric mean	PYK_R00200		261.39695	1/s	R00200			
catalytic rate constant geometric mean	PDH_R00209		198.3636	1/s	R00209			
catalytic rate constant geometric mean	ZWF_R00835		1775.5582	1/s	R00835			
catalytic rate constant geometric mean	GLH_R02035		232.76578	1/s	R02035			
catalytic rate constant geometric mean	PGD_R01528		4957.3303	1/s	R01528			
catalytic rate constant geometric mean	RPI_R01056		198.45235	1/s	R01056			
catalytic rate constant geometric mean	RPE_R01529		202.79206	1/s	R01529			
catalytic rate constant geometric mean	TXT_R01641		202.00598	1/s	R01641			
catalytic rate constant geometric mean	TAL_R08575		201.02629	1/s	R08575			
catalytic rate constant geometric mean	TXT_R01067		201.33809	1/s	R01067			
catalytic rate constant geometric mean	FBP_R00762		211.11534	1/s	R00762			
catalytic rate constant geometric mean	CSN_R00351		336.97227	1/s	R00351			
catalytic rate constant geometric mean	ACN_R01325		197.58848	1/s	R01325			
catalytic rate constant geometric mean	ACN_R01900		270.87185	1/s	R01900			
catalytic rate constant geometric mean	ICD_R00709		196.61195	1/s	R00709			
catalytic rate constant geometric mean	KGD_R08549		199.26196	1/s	R08549			
catalytic rate constant geometric mean	SCS_R00405		350.26162	1/s	R00405			
catalytic rate constant geometric mean	SDH_R02164		206.13254	1/s	R02164			
catalytic rate constant geometric mean	FUM_R01082		262.23363	1/s	R01082			
catalytic rate constant geometric mean	MDH_R00342		47.123734	1/s	R00342			
catalytic rate constant geometric mean	PPC_R00345		35.319723	1/s	R00345			
Michaelis constant	FUM_R01082	_S__Malate	0.11066811	mM	R01082	C00149		
Michaelis constant	MDH_R00342	_S__Malate	0.058296994	mM	R00342	C00149		
Michaelis constant	PDH_R00209	Acetyl_CoA	0.10039069	mM	R00209	C00024		
Michaelis constant	CSN_R00351	Acetyl_CoA	0.077967011	mM	R00351	C00024		
Michaelis constant	SDH_R02164	Fumarate	0.099159574	mM	R02164	C00122		
Michaelis constant	FUM_R01082	Fumarate	0.08953525	mM	R01082	C00122		
Michaelis constant	ACN_R01325	cis_Aconitate	0.10059146	mM	R01325	C00417		
Michaelis constant	ACN_R01900	cis_Aconitate	0.086386909	mM	R01900	C00417		
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.1045951	mM	R02035	C00345		
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.050068091	mM	R01528	C00345		
Michaelis constant	GAP_R01061	Orthophosphate	0.070530463	mM	R01061	C00009		
Michaelis constant	FBP_R00762	Orthophosphate	0.10189994	mM	R00762	C00009		
Michaelis constant	SCS_R00405	Orthophosphate	0.076887124	mM	R00405	C00009		
Michaelis constant	PPC_R00345	Orthophosphate	0.030290273	mM	R00345	C00009		
Michaelis constant	PTS_RPTSsy	Pyruvate	0.10624786	mM	RPTSsy	C00022		
Michaelis constant	PYK_R00200	Pyruvate	0.11082963	mM	R00200	C00022		
Michaelis constant	PDH_R00209	Pyruvate	0.099686614	mM	R00209	C00022		
Michaelis constant	ZWF_R00835	NADPplus	0.033562855	mM	R00835	C00006		
Michaelis constant	PGD_R01528	NADPplus	0.02008226	mM	R01528	C00006		
Michaelis constant	ZWF_R00835	NADPH	0.078461357	mM	R00835	C00005		
Michaelis constant	PGD_R01528	NADPH	0.098869581	mM	R01528	C00005		
Michaelis constant	GAP_R01061	NADH	0.15728352	mM	R01061	C00004		
Michaelis constant	PDH_R00209	NADH	0.10040008	mM	R00209	C00004		
Michaelis constant	ICD_R00709	NADH	0.1005812	mM	R00709	C00004		
Michaelis constant	KGD_R08549	NADH	0.10017805	mM	R08549	C00004		
Michaelis constant	MDH_R00342	NADH	0.20772966	mM	R00342	C00004		
Michaelis constant	GAP_R01061	NADplus	0.06148286	mM	R01061	C00003		
Michaelis constant	PDH_R00209	NADplus	0.099641275	mM	R00209	C00003		
Michaelis constant	ICD_R00709	NADplus	0.099688393	mM	R00709	C00003		
Michaelis constant	KGD_R08549	NADplus	0.099843129	mM	R08549	C00003		
Michaelis constant	MDH_R00342	NADplus	0.04895403	mM	R00342	C00003		
Michaelis constant	PFK_R04779	ATP	0.099659714	mM	R04779	C00002		
Michaelis constant	PGK_R01512	ATP	0.052029185	mM	R01512	C00002		
Michaelis constant	PYK_R00200	ATP	0.11354181	mM	R00200	C00002		
Michaelis constant	SCS_R00405	ATP	0.12799038	mM	R00405	C00002		
Michaelis constant	ICD_R00709	_2_Oxoglutarate	0.10043363	mM	R00709	C00026		
Michaelis constant	KGD_R08549	_2_Oxoglutarate	0.09989232	mM	R08549	C00026		
Michaelis constant	CSN_R00351	Oxaloacetate	0.07367983	mM	R00351	C00036		
Michaelis constant	MDH_R00342	Oxaloacetate	0.21093352	mM	R00342	C00036		
Michaelis constant	PPC_R00345	Oxaloacetate	0.0023845224	mM	R00345	C00036		
Michaelis constant	SDH_R02164	Ubiquinone	0.10047656	mM	R02164	C00399		
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.099985512	mM	R08575	C00279		
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.099982163	mM	R01067	C00279		
Michaelis constant	SDH_R02164	Ubiquinol	0.099267161	mM	R02164	C00390		
Michaelis constant	PFK_R04779	ADP	0.10037136	mM	R04779	C00008		
Michaelis constant	PGK_R01512	ADP	0.19225893	mM	R01512	C00008		
Michaelis constant	PYK_R00200	ADP	0.087822162	mM	R00200	C00008		
Michaelis constant	SCS_R00405	ADP	0.076554069	mM	R00405	C00008		
Michaelis constant	ACN_R01900	Isocitrate	0.11229937	mM	R01900	C00311		
Michaelis constant	ICD_R00709	Isocitrate	0.099757761	mM	R00709	C00311		
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.14176024	mM	R01528	C00199		
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.099942345	mM	R01056	C00199		
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.099895238	mM	R01529	C00199		
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.10003194	mM	R01529	C00231		
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.099818087	mM	R01641	C00231		
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.099982184	mM	R01067	C00231		
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.1076801	mM	RPTSsy	C00092		
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.099822031	mM	R02740	C00092		
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.097909706	mM	R00835	C00092		
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.15722906	mM	R01061	C00236		
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.19263152	mM	R01512	C00236		
Michaelis constant	PDH_R00209	CoA	0.099660557	mM	R00209	C00010		
Michaelis constant	CSN_R00351	CoA	0.11795217	mM	R00351	C00010		
Michaelis constant	KGD_R08549	CoA	0.099865907	mM	R08549	C00010		
Michaelis constant	SCS_R00405	CoA	0.12762783	mM	R00405	C00010		
Michaelis constant	PDH_R00209	CO2	0.10038953	mM	R00209	C00011		
Michaelis constant	PGD_R01528	CO2	0.14170777	mM	R01528	C00011		
Michaelis constant	ICD_R00709	CO2	0.10039585	mM	R00709	C00011		
Michaelis constant	KGD_R08549	CO2	0.10017083	mM	R08549	C00011		
Michaelis constant	PPC_R00345	CO2	0.33526394	mM	R00345	C00011		
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	0.1001033	mM	R01056	C00117		
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.099787738	mM	R01641	C00117		
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.10009077	mM	R01070	C00111		
Michaelis constant	TIM_R01015	Glycerone_phosphate	0.010166896	mM	R01015	C00111		
Michaelis constant	PTS_RPTSsy	D_Glucose	0.092672375	mM	RPTSsy	C00031		
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.10035753	mM	R04779	C00354		
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.10012649	mM	R01070	C00354		
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.097696973	mM	R00762	C00354		
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.099938951	mM	R01070	C00118		
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.6878992	mM	R01015	C00118		
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.065054599	mM	R01061	C00118		
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.10009402	mM	R01641	C00118		
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.09996781	mM	R08575	C00118		
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.099957676	mM	R01067	C00118		
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.092509077	mM	RPTSsy	C00074		
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.10034094	mM	R00658	C00074		
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.087724861	mM	R00200	C00074		
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.28438082	mM	R00345	C00074		
Michaelis constant	CSN_R00351	Citrate	0.11991363	mM	R00351	C00158		
Michaelis constant	ACN_R01325	Citrate	0.0994545	mM	R01325	C00158		
Michaelis constant	KGD_R08549	Succinyl_CoA	0.1001742	mM	R08549	C00091		
Michaelis constant	SCS_R00405	Succinyl_CoA	0.076778442	mM	R00405	C00091		
Michaelis constant	PGK_R01512	_3_Phospho_D_glycerate	0.074106472	mM	R01512	C00197		
Michaelis constant	PGM_R01518	_3_Phospho_D_glycerate	0.10015827	mM	R01518	C00197		
Michaelis constant	ZWF_R00835	D_Glucono_1_5_lactone_6_phosphate	0.092904181	mM	R00835	C01236		
Michaelis constant	GLH_R02035	D_Glucono_1_5_lactone_6_phosphate	0.095487263	mM	R02035	C01236		
Michaelis constant	PGI_R02740	D_Fructose_6_phosphate	0.10018477	mM	R02740	C00085		
Michaelis constant	PFK_R04779	D_Fructose_6_phosphate	0.099706153	mM	R04779	C00085		
Michaelis constant	TAL_R08575	D_Fructose_6_phosphate	0.099985468	mM	R08575	C00085		
Michaelis constant	TXT_R01067	D_Fructose_6_phosphate	0.099959384	mM	R01067	C00085		
Michaelis constant	FBP_R00762	D_Fructose_6_phosphate	0.10188021	mM	R00762	C00085		
Michaelis constant	PGM_R01518	_2_Phospho_D_glycerate	0.099750666	mM	R01518	C00631		
Michaelis constant	PGH_R00658	_2_Phospho_D_glycerate	0.099443515	mM	R00658	C00631		
Michaelis constant	SCS_R00405	Succinate	0.12203851	mM	R00405	C00042		
Michaelis constant	SDH_R02164	Succinate	0.10049282	mM	R02164	C00042		
Michaelis constant	TXT_R01641	Sedoheptulose_7_phosphate	0.10009626	mM	R01641	C05382		
Michaelis constant	TAL_R08575	Sedoheptulose_7_phosphate	0.09996959	mM	R08575	C05382		
substrate catalytic rate constant	PTS_RPTSsy		1617.8223	1/s	RPTSsy			
substrate catalytic rate constant	PGI_R02740		195.87831	1/s	R02740			
substrate catalytic rate constant	PFK_R04779		199.41423	1/s	R04779			
substrate catalytic rate constant	ALD_R01070		606.57825	1/s	R01070			
substrate catalytic rate constant	TIM_R01015		7.571075	1/s	R01015			
substrate catalytic rate constant	GAP_R01061		6.9605093	1/s	R01061			
substrate catalytic rate constant	PGK_R01512		3464.5088	1/s	R01512			
substrate catalytic rate constant	PGM_R01518		236.2625	1/s	R01518			
substrate catalytic rate constant	PGH_R00658		318.46849	1/s	R00658			
substrate catalytic rate constant	PYK_R00200		2867.3941	1/s	R00200			
substrate catalytic rate constant	PDH_R00209		192.87227	1/s	R00209			
substrate catalytic rate constant	ZWF_R00835		626439.95	1/s	R00835			
substrate catalytic rate constant	GLH_R02035		473.07651	1/s	R02035			
substrate catalytic rate constant	PGD_R01528		1222818	1/s	R01528			
substrate catalytic rate constant	RPI_R01056		235.62994	1/s	R01056			
substrate catalytic rate constant	RPE_R01529		251.02026	1/s	R01529			
substrate catalytic rate constant	TXT_R01641		267.27446	1/s	R01641			
substrate catalytic rate constant	TAL_R08575		226.88326	1/s	R08575			
substrate catalytic rate constant	TXT_R01067		221.25061	1/s	R01067			
substrate catalytic rate constant	FBP_R00762		919.70167	1/s	R00762			
substrate catalytic rate constant	CSN_R00351		20976.429	1/s	R00351			
substrate catalytic rate constant	ACN_R01325		191.55905	1/s	R01325			
substrate catalytic rate constant	ACN_R01900		2419.6199	1/s	R01900			
substrate catalytic rate constant	ICD_R00709		593.65909	1/s	R00709			
substrate catalytic rate constant	KGD_R08549		196.85217	1/s	R08549			
substrate catalytic rate constant	SCS_R00405		3477.4866	1/s	R00405			
substrate catalytic rate constant	SDH_R02164		232.31462	1/s	R02164			
substrate catalytic rate constant	FUM_R01082		1167.5997	1/s	R01082			
substrate catalytic rate constant	MDH_R00342		6.3196229	1/s	R00342			
substrate catalytic rate constant	PPC_R00345		22.692927	1/s	R00345			
product catalytic rate constant	PTS_RPTSsy		34.124364	1/s	RPTSsy			
product catalytic rate constant	PGI_R02740		202.16276	1/s	R02740			
product catalytic rate constant	PFK_R04779		198.05109	1/s	R04779			
product catalytic rate constant	ALD_R01070		64.418548	1/s	R01070			
product catalytic rate constant	TIM_R01015		16.345406	1/s	R01015			
product catalytic rate constant	GAP_R01061		949.01163	1/s	R01061			
product catalytic rate constant	PGK_R01512		0.77725438	1/s	R01512			
product catalytic rate constant	PGM_R01518		177.3758	1/s	R01518			
product catalytic rate constant	PGH_R00658		140.17663	1/s	R00658			
product catalytic rate constant	PYK_R00200		23.829429	1/s	R00200			
product catalytic rate constant	PDH_R00209		204.01128	1/s	R00209			
product catalytic rate constant	ZWF_R00835		5.0325762	1/s	R00835			
product catalytic rate constant	GLH_R02035		114.52674	1/s	R02035			
product catalytic rate constant	PGD_R01528		20.097124	1/s	R01528			
product catalytic rate constant	RPI_R01056		167.14062	1/s	R01056			
product catalytic rate constant	RPE_R01529		163.82988	1/s	R01529			
product catalytic rate constant	TXT_R01641		152.67609	1/s	R01641			
