!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
product catalytic rate constant		RPI_R01056	1/s	778.1	791.14054	145.44901	NaN	NaN		R01056
product catalytic rate constant		RPE_R01529	1/s	182.1	185.1519	34.039667	NaN	NaN		R01529
product catalytic rate constant		TXT_R01641	1/s	706.9	718.74727	132.13971	NaN	NaN		R01641
product catalytic rate constant		TAL_R08575	1/s	3.478	3.5362894	0.65013707	NaN	NaN		R08575
product catalytic rate constant		TXT_R01067	1/s	225.3	229.07591	42.114975	NaN	NaN		R01067
product catalytic rate constant		FBP_R00762	1/s	23.4	23.792171	4.3741252	NaN	NaN		R00762
product catalytic rate constant		CSN_R00351	1/s	101.1	102.79438	18.898464	NaN	NaN		R00351
product catalytic rate constant		ACN_R01325	1/s	25.55	25.978204	4.7760213	NaN	NaN		R01325
product catalytic rate constant		ACN_R01900	1/s	318.2	323.53286	59.480626	NaN	NaN		R01900
product catalytic rate constant		ICD_R00709	1/s	30.1	30.60446	5.6265457	NaN	NaN		R00709
product catalytic rate constant		KGD_R08549	1/s	42.91	43.629149	8.0210989	NaN	NaN		R08549
product catalytic rate constant		SCS_R00405	1/s	73.95	75.189362	13.823357	NaN	NaN		R00405
product catalytic rate constant		SDH_R02164	1/s	79.36	80.690031	14.83464	NaN	NaN		R02164
product catalytic rate constant		FUM_R01082	1/s	145.2	147.63347	27.142008	NaN	NaN		R01082
product catalytic rate constant		MDH_R00342	1/s	708.3	720.17073	132.40141	NaN	NaN		R00342
product catalytic rate constant		PPC_R00345	1/s	1322	1344.156	247.11938	NaN	NaN		R00345
