!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter'						
!QuantityType	!Reaction	!Compound	!Mode	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
catalytic rate constant geometric mean	R_HICITDm		200	1/s		
catalytic rate constant geometric mean	R_dampSYN		200	1/s		
catalytic rate constant geometric mean	R_EX_h2o_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_NH4t		200	1/s		
catalytic rate constant geometric mean	R_ergstSYN		200	1/s		
catalytic rate constant geometric mean	R_SBP		200	1/s	R01845	
catalytic rate constant geometric mean	R_EX_h2s_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_AGTm		4.959	1/s	R00369	
catalytic rate constant geometric mean	R_ME1m		4.202	1/s	R00214	
catalytic rate constant geometric mean	R_ALDD2xm		200	1/s		
catalytic rate constant geometric mean	R_HACNHm		200	1/s	R04371	
catalytic rate constant geometric mean	R_ACONTm		200	1/s	R01324	
catalytic rate constant geometric mean	R_DDPA		102	1/s	R01826	
catalytic rate constant geometric mean	R_SUCFUMtm		200	1/s		
catalytic rate constant geometric mean	R_ALAt2m		200	1/s		
catalytic rate constant geometric mean	R_ACLSm		200	1/s	R00006	
catalytic rate constant geometric mean	R_ICDHy		44.62	1/s	R00267	
catalytic rate constant geometric mean	R_NADH2_u6cm		200	1/s		
catalytic rate constant geometric mean	R_TREt2		200	1/s		
catalytic rate constant geometric mean	R_UMPK		207	1/s	R00158	
catalytic rate constant geometric mean	R_mannanSYN		200	1/s		
catalytic rate constant geometric mean	R_AASAD1		200	1/s		
catalytic rate constant geometric mean	R_ACOAHm		200	1/s	R00227	
catalytic rate constant geometric mean	R_PSP_L		200	1/s	R00582	
catalytic rate constant geometric mean	R_HSK		158.4	1/s	R01771	
catalytic rate constant geometric mean	R_GLCS2		200	1/s		
catalytic rate constant geometric mean	R_MTHFR3		226.6	1/s	R01224	
catalytic rate constant geometric mean	R_EX_tre_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_aicarSYN		200	1/s		
catalytic rate constant geometric mean	R_AKGDam		63.85	1/s	R01197	
catalytic rate constant geometric mean	R_TPI		8889	1/s	R01015	
catalytic rate constant geometric mean	R_ARGSSr		200	1/s	R01954	
catalytic rate constant geometric mean	R_PYRt2		200	1/s		
catalytic rate constant geometric mean	R_NH4tm		200	1/s		
catalytic rate constant geometric mean	R_CITttm		200	1/s		
catalytic rate constant geometric mean	R_gmpSYN		19.02	1/s	R01231	
catalytic rate constant geometric mean	R_CYSTGL		200	1/s		
catalytic rate constant geometric mean	R_ASPTA		200	1/s	R00355	
catalytic rate constant geometric mean	R_CHORM		10000	1/s	R01715	
catalytic rate constant geometric mean	R_CYSTS		9.173	1/s	R01290	
catalytic rate constant geometric mean	R_ALDD2ym		200	1/s	R00711	
catalytic rate constant geometric mean	R_MTHFD		200	1/s		
catalytic rate constant geometric mean	R_MTHFC		200	1/s	R01655	
catalytic rate constant geometric mean	R_NDPK2		200	1/s	R00156	
catalytic rate constant geometric mean	R_ACALDtm		200	1/s		
catalytic rate constant geometric mean	R_PPCK		132.6	1/s	R00341	
catalytic rate constant geometric mean	R_G3PD1ir		5943	1/s	R00842	
catalytic rate constant geometric mean	R_EX_nh4_e		200	1/s		
catalytic rate constant geometric mean	R_ASNS1		4.232	1/s	R00578	
catalytic rate constant geometric mean	R_ARGSL		200	1/s	R01086	
catalytic rate constant geometric mean	R_THRt2m		200	1/s		
catalytic rate constant geometric mean	R_ATPtm_H		200	1/s		
catalytic rate constant geometric mean	R_TRE6PS		200	1/s		
catalytic rate constant geometric mean	R_MALS		86.55	1/s	R00472	
catalytic rate constant geometric mean	R_MDH		5924	1/s	R00342	
catalytic rate constant geometric mean	R_KARA1im		200	1/s		
catalytic rate constant geometric mean	R_METS		48.29	1/s	R00946	
catalytic rate constant geometric mean	R_MDHm		200	1/s	R00342	
catalytic rate constant geometric mean	R_PYK		329.5	1/s	R00200	
catalytic rate constant geometric mean	R_PIt2m		200	1/s		
catalytic rate constant geometric mean	R_CHORS		200	1/s	R01714	
catalytic rate constant geometric mean	R_PPA		200	1/s		
catalytic rate constant geometric mean	R_AATA		200	1/s	R01939	
catalytic rate constant geometric mean	R_PRAIi		92.67	1/s	R03509	
catalytic rate constant geometric mean	R_PGMT		200	1/s		
catalytic rate constant geometric mean	R_NADH2_u6m		200	1/s		
catalytic rate constant geometric mean	R_ALATA_Lm		200	1/s	R00258	
catalytic rate constant geometric mean	R_ENO		107.2	1/s	R00658	
catalytic rate constant geometric mean	R_PIt2r		200	1/s		
catalytic rate constant geometric mean	R_ATPPRT		13.76	1/s	R01071	
catalytic rate constant geometric mean	R_2OBUTtm		200	1/s	R08648	
catalytic rate constant geometric mean	R_GLYt2m		200	1/s		
catalytic rate constant geometric mean	R_KARA2im		200	1/s		
catalytic rate constant geometric mean	R_TYRTA		200	1/s	R00734	
catalytic rate constant geometric mean	R_dcmpSYN		200	1/s		
catalytic rate constant geometric mean	R_SACCD2		28.08	1/s	R00715	
catalytic rate constant geometric mean	R_SUCOAS1m		200	1/s	R00405	
catalytic rate constant geometric mean	R_GLNS		200	1/s		
catalytic rate constant geometric mean	R_EX_succ_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_zymstSYN		200	1/s		
catalytic rate constant geometric mean	R_GND		86.98	1/s	R01528	
catalytic rate constant geometric mean	R_PHETA1pyr		200	1/s	R00694	
catalytic rate constant geometric mean	R_ICDHym		200	1/s	R00267	
catalytic rate constant geometric mean	R_PRATPP		200	1/s	R04035	
catalytic rate constant geometric mean	R_SULR		200	1/s		
catalytic rate constant geometric mean	R_G3PT		200	1/s	R00841	
catalytic rate constant geometric mean	R_GLCt1		200	1/s		
catalytic rate constant geometric mean	R_EX_so4_e		200	1/s	R00197	
catalytic rate constant geometric mean	R_SUCD2_u6m		200	1/s		
catalytic rate constant geometric mean	R_GALU		200	1/s	R00289	
catalytic rate constant geometric mean	R_ACSm		200	1/s	R00235	
catalytic rate constant geometric mean	R_AHSERL2		200	1/s	R01287	
Michaelis constant	R_ampSYN	M_10fthf_c	0.06912	mM		C00234
Michaelis constant	R_FTHFL	M_10fthf_c	0.09966	mM	R00943	C00234
Michaelis constant	R_aicarSYN	M_10fthf_c	0.08462	mM		C00234
Michaelis constant	R_gmpSYN	M_10fthf_c	0.08662	mM	R01231	C00234
Michaelis constant	R_MTHFC	M_10fthf_c	0.1328	mM	R01655	C00234
Michaelis constant	R_biomass	M_13BDglcn_c	0.4974	mM		C00965
Michaelis constant	R_13GS	M_13BDglcn_c	0.1094	mM	R03118	C00965
Michaelis constant	R_GAPD	M_13dpg_c	0.8819	mM	R01061	C00236
Michaelis constant	R_PGK	M_13dpg_c	0.001848	mM	R01512	C00236
Michaelis constant	R_P5CR	M_1pyr5c_c	0.14	mM		C03912
Michaelis constant	R_G5SADr	M_1pyr5c_c	0.1296	mM		C03912
Michaelis constant	R_DHAD1m	M_23dhmb_m	0.1008	mM	R04441	C04272
Michaelis constant	R_KARA1im	M_23dhmb_m	0.08031	mM		C04272
Michaelis constant	R_DHAD2m	M_23dhmp_m	0.3292	mM	R05070	C06007
Michaelis constant	R_KARA2im	M_23dhmp_m	0.0805	mM		C06007
Michaelis constant	R_ACHBSm	M_2ahbut_m	0.08049	mM	R08648	C06006
Michaelis constant	R_KARA2im	M_2ahbut_m	0.1242	mM		C06006
Michaelis constant	R_IGPS	M_2cpr5p_c	0.08212	mM	R03508	C01302
Michaelis constant	R_PRAIi	M_2cpr5p_c	0.07493	mM	R03509	C01302
Michaelis constant	R_DHQS	M_2dda7p_c	0.02837	mM	R03083	C04691
Michaelis constant	R_DDPA	M_2dda7p_c	0.1141	mM	R01826	C04691
Michaelis constant	R_IPPMIa	M_2ippm_c	0.1004	mM	R04001	C02631
Michaelis constant	R_IPPMIb	M_2ippm_c	0.0996	mM	R03968	C02631
Michaelis constant	R_CYSTGL	M_2obut_c	0.1597	mM		C00109
Michaelis constant	R_2OBUTtm	M_2obut_c	0.1004	mM	R08648	C00109
Michaelis constant	R_ACHBSm	M_2obut_m	0.1242	mM	R08648	C00109
Michaelis constant	R_THRD_Lm	M_2obut_m	0.1299	mM		C00109
Michaelis constant	R_2OBUTtm	M_2obut_m	0.09959	mM	R08648	C00109
Michaelis constant	R_2OXOADPtim	M_2oxoadp_c	0.3825	mM	R01939	C00322
Michaelis constant	R_AATA	M_2oxoadp_c	0.1004	mM	R01939	C00322
Michaelis constant	R_OXAGm	M_2oxoadp_m	0.0996	mM		C00322
Michaelis constant	R_2OXOADPtim	M_2oxoadp_m	0.05305	mM	R01939	C00322
Michaelis constant	R_PGM	M_2pg_c	0.04145	mM	R01518	C00631
Michaelis constant	R_ENO	M_2pg_c	0.2984	mM	R00658	C00631
Michaelis constant	R_TYRTApyr	M_34hpp_c	141.3	mM	R00734	C01179
Michaelis constant	R_PPND2	M_34hpp_c	0.1107	mM	R01730	C01179
Michaelis constant	R_TYRTA	M_34hpp_c	0.08293	mM	R00734	C01179
Michaelis constant	R_IPPMIa	M_3c2hmp_c	0.0996	mM	R04001	C04411
Michaelis constant	R_IPMD	M_3c2hmp_c	0.01862	mM	R04426	C04411
Michaelis constant	R_IPPMIb	M_3c3hmp_c	0.1004	mM	R03968	C02504
Michaelis constant	R_IPPS	M_3c3hmp_c	0.2727	mM	R01213	C02504
Michaelis constant	R_IPMD	M_3c4mop_c	0.0876	mM	R04426	C04236
Michaelis constant	R_OMCDC	M_3c4mop_c	0.1003	mM	R01652	C04236
Michaelis constant	R_DHQS	M_3dhq_c	0.07221	mM	R03083	C00944
Michaelis constant	R_DHQTi	M_3dhq_c	0.1938	mM	R03084	C00944
Michaelis constant	R_DHQTi	M_3dhsk_c	0.074	mM	R03084	C02637
Michaelis constant	R_SHK3D	M_3dhsk_c	0.03778	mM	R02413	C02637
Michaelis constant	R_IGPS	M_3ig3p_c	0.04412	mM	R03508	C03506
Michaelis constant	R_TRPS1	M_3ig3p_c	0.1003	mM		C03506
Michaelis constant	R_VALTA	M_3mob_c	0.3878	mM	R01214	C00141
Michaelis constant	R_IPPS	M_3mob_c	0.116	mM	R01213	C00141
Michaelis constant	R_3MOBtm	M_3mob_c	0.09922	mM		C00141
Michaelis constant	R_DHAD1m	M_3mob_m	0.09923	mM	R04441	C00141
Michaelis constant	R_3MOBtm	M_3mob_m	0.1008	mM		C00141
Michaelis constant	R_ILETA	M_3mop_c	0.1302	mM	R02199	C00671
Michaelis constant	R_3MOPtm	M_3mop_c	0.09958	mM		C00671
Michaelis constant	R_DHAD2m	M_3mop_m	0.05711	mM	R05070	C00671
Michaelis constant	R_3MOPtm	M_3mop_m	0.1004	mM		C00671
Michaelis constant	R_PGCD	M_3pg_c	0.3831	mM	R01513	C00197
Michaelis constant	R_PGM	M_3pg_c	0.6406	mM	R01518	C00197
Michaelis constant	R_PGK	M_3pg_c	0.6773	mM	R01512	C00197
Michaelis constant	R_PGCD	M_3php_c	3.654	mM	R01513	C03232
Michaelis constant	R_PSERT	M_3php_c	1.15	mM	R04173	C03232
Michaelis constant	R_PSCVTi	M_3psme_c	0.1812	mM	R03460	C01269
Michaelis constant	R_CHORS	M_3psme_c	0.01762	mM	R01714	C01269
Michaelis constant	R_OMCDC	M_4mop_c	0.09969	mM	R01652	C00233
Michaelis constant	R_LEUTA	M_4mop_c	0.3338	mM	R01090	C00233
Michaelis constant	R_ASADi	M_4pasp_c	0.1602	mM	R02291	C03082
Michaelis constant	R_ASPKi	M_4pasp_c	0.3095	mM	R00480	C03082
Michaelis constant	R_MTHFR3	M_5mthf_c	0.05551	mM	R01224	C00440
Michaelis constant	R_METS	M_5mthf_c	0.1626	mM	R00946	C00440
Michaelis constant	R_PGL	M_6pgc_c	0.0201	mM	R02035	C00345
Michaelis constant	R_GND	M_6pgc_c	0.119	mM	R01528	C00345
Michaelis constant	R_G6PDH2	M_6pgl_c	0.1152	mM		C01236
Michaelis constant	R_PGL	M_6pgl_c	0.02014	mM	R02035	C01236
Michaelis constant	R_SACCD1	M_L2aadp6sa_c	0.2265	mM	R02315	C04076
Michaelis constant	R_AASAD1	M_L2aadp6sa_c	0.09975	mM		C04076
Michaelis constant	R_AASAD1	M_L2aadp_c	0.1002	mM		C00956
Michaelis constant	R_AATA	M_L2aadp_c	0.09964	mM	R01939	C00956
Michaelis constant	R_ALDD2x	M_ac_c	0.1352	mM		C00033
Michaelis constant	R_ALDD2y	M_ac_c	0.2194	mM	R00711	C00033
Michaelis constant	R_ACS	M_ac_c	1.292	mM	R00235	C00033
Michaelis constant	R_ACt2r	M_ac_c	0.1038	mM		C00033
Michaelis constant	R_ACtm	M_ac_c	0.1157	mM		C00033
Michaelis constant	R_AHSERL2	M_ac_c	0.1829	mM	R01287	C00033
Michaelis constant	R_ACt2r	M_ac_e	0.09631	mM		C00033
Michaelis constant	R_EX_ac_e	M_ac_e	0.1467	mM	R00197	C00033
Michaelis constant	R_SUCOAACTrm	M_ac_m	0.102	mM		C00033
Michaelis constant	R_ACtm	M_ac_m	0.08645	mM		C00033
Michaelis constant	R_ALDD2xm	M_ac_m	0.1408	mM		C00033
Michaelis constant	R_ACOAHm	M_ac_m	0.1706	mM	R00227	C00033
Michaelis constant	R_ALDD2ym	M_ac_m	0.1407	mM	R00711	C00033
Michaelis constant	R_ACSm	M_ac_m	0.1011	mM	R00235	C00033
Michaelis constant	R_ALDD2x	M_acald_c	0.07398	mM		C00084
Michaelis constant	R_ALDD2y	M_acald_c	18.87	mM	R00711	C00084
Michaelis constant	R_ACALDtex	M_acald_c	0.09946	mM		C00084
Michaelis constant	R_THRA	M_acald_c	0.3069	mM	R00751	C00084
Michaelis constant	R_ALCD2x	M_acald_c	0.1155	mM	R00754	C00084
Michaelis constant	R_PYRDC	M_acald_c	0.1846	mM	R00224	C00084
Michaelis constant	R_ALCD2y	M_acald_c	0.1231	mM	R00711	C00084
Michaelis constant	R_ACALDtm	M_acald_c	0.1024	mM		C00084
Michaelis constant	R_EX_acald_e	M_acald_e	0.1396	mM	R00197	C00084
Michaelis constant	R_ACALDtex	M_acald_e	0.1005	mM		C00084
Michaelis constant	R_ALCD2m	M_acald_m	0.1284	mM	R00754	C00084
Michaelis constant	R_ALDD2xm	M_acald_m	0.07104	mM		C00084
Michaelis constant	R_ALDD2ym	M_acald_m	0.07107	mM	R00711	C00084
Michaelis constant	R_ACALDtm	M_acald_m	0.09763	mM		C00084
Michaelis constant	R_HSERTA	M_accoa_c	0.198	mM	R01776	C00024
Michaelis constant	R_ACS	M_accoa_c	0.379	mM	R00235	C00024
Michaelis constant	R_IPPS	M_accoa_c	0.06602	mM	R01213	C00024
Michaelis constant	R_CSc	M_accoa_c	0.3845	mM	R00351	C00024
Michaelis constant	R_HCITS	M_accoa_c	0.0691	mM	R00271	C00024
Michaelis constant	R_triglycSYN	M_accoa_c	0.1147	mM		C00024
Michaelis constant	R_paSYN	M_accoa_c	0.1149	mM		C00024
Michaelis constant	R_MALS	M_accoa_c	0.03242	mM	R00472	C00024
Michaelis constant	R_zymstSYN	M_accoa_c	0.07728	mM		C00024
Michaelis constant	R_SUCOAACTrm	M_accoa_m	0.09808	mM		C00024
Michaelis constant	R_PDHm	M_accoa_m	0.1597	mM	R00209	C00024
Michaelis constant	R_CSm	M_accoa_m	0.08785	mM		C00024
Michaelis constant	R_ACOAHm	M_accoa_m	0.05863	mM	R00227	C00024
Michaelis constant	R_ACSm	M_accoa_m	0.09892	mM	R00235	C00024
Michaelis constant	R_ACGKm	M_acg5p_m	0.1542	mM	R02649	C04133
Michaelis constant	R_AGPRim	M_acg5p_m	0.1002	mM	R03443	C04133
Michaelis constant	R_ACOTAim	M_acg5sa_m	0.3605	mM	R02283	C01250
Michaelis constant	R_AGPRim	M_acg5sa_m	0.09976	mM	R03443	C01250
Michaelis constant	R_ACGKm	M_acglu_m	4.591	mM	R02649	C00624
Michaelis constant	R_ORNTACim	M_acglu_m	0.09972	mM		C00624
Michaelis constant	R_HSERTA	M_achms_c	0.8439	mM	R01776	C01077
Michaelis constant	R_AHSERL2	M_achms_c	5.363	mM	R01287	C01077
Michaelis constant	R_ORNTACim	M_acorn_m	0.1003	mM		C00437
Michaelis constant	R_ACOTAim	M_acorn_m	1.627	mM	R02283	C00437
Michaelis constant	R_ADSK	M_adp_c	0.0597	mM	R00509	C00008
Michaelis constant	R_biomass	M_adp_c	0.02011	mM		C00008
Michaelis constant	R_NADK	M_adp_c	0.2902	mM	R00104	C00008
Michaelis constant	R_PFK_3	M_adp_c	0.9371	mM	R01843	C00008
Michaelis constant	R_ADK1	M_adp_c	0.1246	mM		C00008
Michaelis constant	R_ampSYN	M_adp_c	0.1447	mM		C00008
Michaelis constant	R_PGK	M_adp_c	0.2018	mM	R01512	C00008
Michaelis constant	R_PC	M_adp_c	0.2946	mM	R00344	C00008
Michaelis constant	R_ATPS	M_adp_c	0.1506	mM		C00008
Michaelis constant	R_ATPM	M_adp_c	0.1551	mM		C00008
Michaelis constant	R_pcSYN	M_adp_c	0.1792	mM		C00008
Michaelis constant	R_ASPKi	M_adp_c	0.3095	mM	R00480	C00008
Michaelis constant	R_cmpSYN	M_adp_c	0.1337	mM		C00008
Michaelis constant	R_SHKK	M_adp_c	0.1977	mM	R02412	C00008
Michaelis constant	R_triglycSYN	M_adp_c	0.08716	mM		C00008
Michaelis constant	R_ptd1inoSYN	M_adp_c	0.1278	mM		C00008
Michaelis constant	R_umpSYN	M_adp_c	0.2161	mM		C00008
Michaelis constant	R_CBPS	M_adp_c	0.89	mM	R00575	C00008
Michaelis constant	R_FTHFL	M_adp_c	0.03213	mM	R00943	C00008
Michaelis constant	R_paSYN	M_adp_c	0.08705	mM		C00008
Michaelis constant	R_psSYN	M_adp_c	0.09979	mM		C00008
Michaelis constant	R_GLYK	M_adp_c	0.557	mM	R00847	C00008
Michaelis constant	R_NADHK	M_adp_c	0.1146	mM	R00105	C00008
Michaelis constant	R_GLU5K	M_adp_c	0.253	mM	R00239	C00008
Michaelis constant	R_HEX1	M_adp_c	0.1119	mM		C00008
Michaelis constant	R_PFK	M_adp_c	0.1998	mM	R00756	C00008
Michaelis constant	R_ergstSYN	M_adp_c	0.09111	mM		C00008
Michaelis constant	R_UMPK	M_adp_c	0.1549	mM	R00158	C00008
Michaelis constant	R_mannanSYN	M_adp_c	0.1235	mM		C00008
Michaelis constant	R_HSK	M_adp_c	0.2037	mM	R01771	C00008
Michaelis constant	R_aicarSYN	M_adp_c	0.1182	mM		C00008
Michaelis constant	R_NDPK2	M_adp_c	0.05662	mM	R00156	C00008
Michaelis constant	R_PPCK	M_adp_c	2.548	mM	R00341	C00008
Michaelis constant	R_ATPtm_H	M_adp_c	0.09967	mM		C00008
Michaelis constant	R_PYK	M_adp_c	0.2498	mM	R00200	C00008
Michaelis constant	R_GLNS	M_adp_c	0.1212	mM		C00008
Michaelis constant	R_zymstSYN	M_adp_c	0.1294	mM		C00008
Michaelis constant	R_ACGKm	M_adp_m	0.1542	mM	R02649	C00008
Michaelis constant	R_ATPS3m	M_adp_m	0.1289	mM		C00008
Michaelis constant	R_NADHKm	M_adp_m	0.1238	mM	R00105	C00008
Michaelis constant	R_ADK1m	M_adp_m	0.09786	mM		C00008
Michaelis constant	R_NADKm	M_adp_m	0.1239	mM	R00104	C00008
Michaelis constant	R_ATPtm_H	M_adp_m	0.1003	mM		C00008
Michaelis constant	R_SUCOAS1m	M_adp_m	0.09845	mM	R00405	C00008
Michaelis constant	R_ampSYN	M_aicar_c	0.06912	mM		C04677
Michaelis constant	R_IG3PS	M_aicar_c	0.1474	mM	R04558	C04677
Michaelis constant	R_aicarSYN	M_aicar_c	0.1182	mM		C04677
Michaelis constant	R_gmpSYN	M_aicar_c	0.08662	mM	R01231	C04677
Michaelis constant	R_VALTA	M_akg_c	2.251	mM	R01214	C00026
Michaelis constant	R_PHETA1	M_akg_c	4.585	mM	R00694	C00026
Michaelis constant	R_ILETA	M_akg_c	2.365	mM	R02199	C00026
Michaelis constant	R_ALATA_L	M_akg_c	0.7453	mM	R00258	C00026
Michaelis constant	R_HCITS	M_akg_c	8.008	mM	R00271	C00026
Michaelis constant	R_GLUDy	M_akg_c	0.1623	mM		C00026
Michaelis constant	R_GLUDxi	M_akg_c	0.1534	mM		C00026
Michaelis constant	R_PSERT	M_akg_c	0.2715	mM	R04173	C00026
Michaelis constant	R_LEUTA	M_akg_c	2.243	mM	R01090	C00026
Michaelis constant	R_HSTPT	M_akg_c	4.061	mM	R03243	C00026
Michaelis constant	R_2OXOADPtim	M_akg_c	1.088	mM	R01939	C00026
Michaelis constant	R_ICDHy	M_akg_c	0.3549	mM	R00267	C00026
Michaelis constant	R_CITttm	M_akg_c	0.1131	mM		C00026
Michaelis constant	R_ASPTA	M_akg_c	0.1006	mM	R00355	C00026
Michaelis constant	R_AATA	M_akg_c	0.09964	mM	R01939	C00026
Michaelis constant	R_TYRTA	M_akg_c	0.1206	mM	R00734	C00026
Michaelis constant	R_SACCD2	M_akg_c	0.4276	mM	R00715	C00026
Michaelis constant	R_ACOTAim	M_akg_m	0.02774	mM	R02283	C00026
Michaelis constant	R_GLUDym	M_akg_m	0.1418	mM		C00026
Michaelis constant	R_ASPTAm	M_akg_m	0.1164	mM	R00355	C00026
Michaelis constant	R_GLUSxm	M_akg_m	0.1039	mM	R00093	C00026
Michaelis constant	R_ICDHxm	M_akg_m	0.1037	mM	R00709	C00026
Michaelis constant	R_2OXOADPtim	M_akg_m	0.1885	mM	R01939	C00026
Michaelis constant	R_AKGDam	M_akg_m	0.07924	mM	R01197	C00026
Michaelis constant	R_CITttm	M_akg_m	0.0884	mM		C00026
Michaelis constant	R_ALATA_Lm	M_akg_m	0.122	mM	R00258	C00026
Michaelis constant	R_ICDHym	M_akg_m	0.1281	mM	R00267	C00026
Michaelis constant	R_biomass	M_ala_L_c	0.4974	mM		C00041
Michaelis constant	R_TYRTApyr	M_ala_L_c	0.1175	mM	R00734	C00041
Michaelis constant	R_ALATA_L	M_ala_L_c	9.916	mM	R00258	C00041
Michaelis constant	R_ALAt2m	M_ala_L_c	0.1158	mM		C00041
Michaelis constant	R_PHETA1pyr	M_ala_L_c	0.05821	mM	R00694	C00041
Michaelis constant	R_AGTm	M_ala_L_m	0.0384	mM	R00369	C00041
Michaelis constant	R_ALAt2m	M_ala_L_m	0.08639	mM		C00041
Michaelis constant	R_ALATA_Lm	M_ala_L_m	0.122	mM	R00258	C00041
Michaelis constant	R_ACLSm	M_alac_S_m	0.08312	mM	R00006	C00900
Michaelis constant	R_KARA1im	M_alac_S_m	0.1245	mM		C00900
Michaelis constant	R_biomass	M_amp_c	0.4974	mM		C00020
Michaelis constant	R_PRPPS	M_amp_c	0.1232	mM		C00020
Michaelis constant	R_ADK1	M_amp_c	0.08957	mM		C00020
Michaelis constant	R_BPNT	M_amp_c	0.07466	mM	R00188	C00020
Michaelis constant	R_ampSYN	M_amp_c	0.1447	mM		C00020
Michaelis constant	R_ACS	M_amp_c	0.1952	mM	R00235	C00020
Michaelis constant	R_pcSYN	M_amp_c	0.1792	mM		C00020
Michaelis constant	R_umpSYN	M_amp_c	0.147	mM		C00020
Michaelis constant	R_dampSYN	M_amp_c	0.1238	mM		C00020
Michaelis constant	R_ergstSYN	M_amp_c	0.09111	mM		C00020
Michaelis constant	R_AASAD1	M_amp_c	0.09975	mM		C00020
Michaelis constant	R_aicarSYN	M_amp_c	0.1182	mM		C00020
Michaelis constant	R_ARGSSr	M_amp_c	0.02217	mM	R01954	C00020
Michaelis constant	R_gmpSYN	M_amp_c	0.1155	mM	R01231	C00020
Michaelis constant	R_ASNS1	M_amp_c	0.3732	mM	R00578	C00020
Michaelis constant	R_ADK1m	M_amp_m	0.1011	mM		C00020
Michaelis constant	R_ACSm	M_amp_m	0.09892	mM	R00235	C00020
Michaelis constant	R_ANPRT	M_anth_c	0.002586	mM	R01073	C00108
Michaelis constant	R_ANS	M_anth_c	0.1384	mM	R00986	C00108
Michaelis constant	R_ADSK	M_aps_c	0.00489	mM	R00509	C00224
Michaelis constant	R_SADT	M_aps_c	0.02009	mM	R00529	C00224
Michaelis constant	R_biomass	M_arg_L_c	0.4974	mM		C00062
Michaelis constant	R_ARGSL	M_arg_L_c	0.08561	mM	R01086	C00062
Michaelis constant	R_ARGSSr	M_argsuc_c	0.1695	mM	R01954	C03406
Michaelis constant	R_ARGSL	M_argsuc_c	0.1168	mM	R01086	C03406
Michaelis constant	R_biomass	M_asn_L_c	0.4974	mM		C00152
Michaelis constant	R_ASNS1	M_asn_L_c	0.3732	mM	R00578	C00152
Michaelis constant	R_biomass	M_asp_L_c	0.4974	mM		C00049
Michaelis constant	R_ampSYN	M_asp_L_c	0.06912	mM		C00049
Michaelis constant	R_ASPKi	M_asp_L_c	7.957	mM	R00480	C00049
Michaelis constant	R_GAAtm	M_asp_L_c	0.09888	mM		C00049
Michaelis constant	R_umpSYN	M_asp_L_c	0.06803	mM		C00049
Michaelis constant	R_aicarSYN	M_asp_L_c	0.08462	mM		C00049
Michaelis constant	R_ARGSSr	M_asp_L_c	0.05898	mM	R01954	C00049
Michaelis constant	R_ASPTA	M_asp_L_c	0.1006	mM	R00355	C00049
Michaelis constant	R_ASNS1	M_asp_L_c	0.931	mM	R00578	C00049
Michaelis constant	R_GAAtm	M_asp_L_m	0.1011	mM		C00049
Michaelis constant	R_ASPTAm	M_asp_L_m	0.1164	mM	R00355	C00049
Michaelis constant	R_ASADi	M_aspsa_c	0.781	mM	R02291	C00441
Michaelis constant	R_HSDyi	M_aspsa_c	0.1784	mM	R01775	C00441
Michaelis constant	R_ADSK	M_atp_c	0.4598	mM	R00509	C00002
Michaelis constant	R_biomass	M_atp_c	0.4974	mM		C00002
Michaelis constant	R_PRPPS	M_atp_c	0.0812	mM		C00002
Michaelis constant	R_NADK	M_atp_c	1.125	mM	R00104	C00002
Michaelis constant	R_SADT	M_atp_c	0.2193	mM	R00529	C00002
Michaelis constant	R_PFK_3	M_atp_c	0.1205	mM	R01843	C00002
Michaelis constant	R_ADK1	M_atp_c	0.08957	mM		C00002
Michaelis constant	R_ampSYN	M_atp_c	0.06912	mM		C00002
Michaelis constant	R_ACS	M_atp_c	1.819	mM	R00235	C00002
Michaelis constant	R_PGK	M_atp_c	0.4718	mM	R01512	C00002
Michaelis constant	R_PC	M_atp_c	1.116	mM	R00344	C00002
Michaelis constant	R_ATPS	M_atp_c	0.06642	mM		C00002
Michaelis constant	R_ATPM	M_atp_c	0.06448	mM		C00002
Michaelis constant	R_pcSYN	M_atp_c	0.0558	mM		C00002
Michaelis constant	R_ASPKi	M_atp_c	3.315	mM	R00480	C00002
Michaelis constant	R_cmpSYN	M_atp_c	0.07481	mM		C00002
Michaelis constant	R_SHKK	M_atp_c	0.2352	mM	R02412	C00002
Michaelis constant	R_triglycSYN	M_atp_c	0.1147	mM		C00002
Michaelis constant	R_ptd1inoSYN	M_atp_c	0.07826	mM		C00002
Michaelis constant	R_umpSYN	M_atp_c	0.06803	mM		C00002
Michaelis constant	R_CBPS	M_atp_c	0.6267	mM	R00575	C00002
Michaelis constant	R_FTHFL	M_atp_c	0.07375	mM	R00943	C00002
Michaelis constant	R_paSYN	M_atp_c	0.1149	mM		C00002
Michaelis constant	R_psSYN	M_atp_c	0.1002	mM		C00002
Michaelis constant	R_GLYK	M_atp_c	0.5733	mM	R00847	C00002
Michaelis constant	R_NADHK	M_atp_c	0.08723	mM	R00105	C00002
Michaelis constant	R_GLU5K	M_atp_c	1.185	mM	R00239	C00002
Michaelis constant	R_HEX1	M_atp_c	0.08935	mM		C00002
Michaelis constant	R_PFK	M_atp_c	0.1992	mM	R00756	C00002
Michaelis constant	R_ergstSYN	M_atp_c	0.1205	mM		C00002
